product_name,discounted_price,rating,rating_count,about_product,review_content,overall_sentiment_score,overall_sentiment_intensity
"Classmate Drawing Book - Unruled, 40 Pages, 210 mm x 297 mm - Pack Of 4",120.0,4.5,4951.0,"The cover design of the notebook is subject to change, it depends on stock availability|Pack Of 4 - Unruled Drawing Book, 40,Pages, 210 mm x 297 mm|Notebooks for every subject for hassle-free note-taking during classes or lectures.|Classmate uses elemental chlorine free paper|This notebook consists of quality papers","Good for learning drawing for kids. MRP of product is 120 (4 books , 30 a piece)  but amazon charged 140 initially. Contacted customer service and got the difference in amount back.,Great work experience.....,Valuable,Good product at affordable rate,Nice will order again,Very good deal,Paper texture is good. Best at this price,My kids like the drawing books n it's value for money",295,0.51
"HP GK320 Wired Full Size RGB Backlight Mechanical Gaming Keyboard, 4 LED Indicators, Mechanical Switches, Double Injection Key Caps, and Windows Lock Key(4QN01AA)",1519.0,4.3,408.0,"Convertible dynamic mixing can easily adjust the brightness and switch display modes, and the variety of light eff ects are dazzling and exciting, and your desire to fi ght is stimulated.|50 million times ultra-long lifetime mechanical switch, A variety of mechanical buttons let you experience different knocks.|Matt double Injection Keycaps With a magnetic ring to eliminate interfering signals and transmission error|1 year manufacturer warranty on the device from the date of purchase.","At the sub 2000 INR price range, I was doubtful to buy a mechanical keyboard as there are a lot of disappointing pseudo mechanical keyboards available at this range. I already had a logitech G213 prodigy which was great with it's membrane so I almost thought of not buying it. But after much thought I bought it. It turns out to be amazing. It has a key cap remover included which is a great bonus. Each click feels responsive and great, I am typing 15+ wpm with this compared to my G213. The size is a bit small for a full sized keyboard and the RGB is somewhat painful. But other than that , it is the best keyboard in this price range.,Good keyboard for people who loves typing sound 😊,Nice product, Very Good Build quality, price of Rs.1500/- is justified. and i have written the review using the same key board.,Best budget friendly,A very good keyboard to begin your mechanical keyboard journey with. This is much better than any membrane keyboard you will ever use.Been using for more than 1 year and still working fine, although the blue switches slowly lose their crisp sound but that is expected from this brand of switches.,Value for money, I wish i could coustomise to colour of RGB  but rest it's very good.,Very good product 👌 and perfectly working well,Hello guys today I am going to tell you about HP GK 320 gaming keyboard so it cost me around 1700 and I give the ratings from 5 star I will give it three star because it have some RGB issues and I recommend you only buy this keyboard if you get it under 2000 if it cost over 2000 I recommend that don't buy this keyboard",200,0.505
Parker Moments Vector Timecheck Gold Trim Roller Ball Pen (Black),420.0,4.2,1926.0,"Mode: Roller ball pen|Pen opening mechanism: Cap off/cap on|Ink color: Blue, warranty: 2 years|Country of Origin: India",",Writes smoothly,Nice,The look and feel of the pen is amazing, being a Parker its extremely smooth. But the lid of the pen case is broken so it would be embarassing if you are gifting it to someone and they find it broken.,Nice,Very nice pen but not ball pen jel pen,,Its the best parker pen 🤩I have every used and it have came my 😲main😲parker pen I have 10 to 15 pens of parker😅🤪 but this is my main pen now😁 don't think twice just go with it 😃😁its the best pen pls buy 😏if get a chance😏 . Very good Amazon😄",203,0.54
Camlin Elegante Fountain Pen - Black/Blue/Red,225.0,4.1,4798.0,Handcrafted with Gold plated nib|Brass Cap Chrome body|Elegant design,"First of All Delivery of Amazon: It was as specified no delays. Hence, appreciate it.Packaging: Not Good. The box was tempered, torn and damaged.Product: Ordered Black, received brown. Didn’t replace as the Color didn’t much mattered. Issue is with the seller though.Performance: The pen of good. Robust, feels cheap however, looking at the price not to complain. Writes smooth.For anyone who wants to enter into fountain pens, can start with this as it does the job.Edited: Have been using this pen for over 3 days now, I am facing issue of nib dryness. If I don’t use the pen for sometime. The pen doesn’t write at all. I have to wet the nib or do something or the other in order to make it start writing. It writes great when it starts writing. But the initial pick up is really bad. I have a platinum preppy too. It’s a better option to go with if the budget is tight. However, there we have good writing but bad looks.,Few points I have been reading about this pen which I would like to answer. (Compared with two other pens- Parker Vector and Luxor V5)1. Grip  Read in couple of reviews regarding the thick grip and the ""curve"" at the grip which makes it awkward to hold. Honestly, have not felt so at all. The grip is pretty medium, larger than Parker Vector and comparable to the Luxor V5. It wont create any problems holding it. I am an average 5'10 and people of same build, hand and finger size wont be any problem. Also on Parker Vector the metal body starts to feel slippery due to metal, small grip and feels tiresome after writing couple of pages. Been nice to hold the Elegante and feel firm in hand, it makes one feel like holding a pen with substance :) .2. Nib and feeder:  It says Fine on the nib and it is comparable to the Luxor V5 0.5 and Parker Fine nib. Few claim it is 0.7 / medium kinds. Its all about the pressure on puts when writing it. I just touch the nib on paper and rest the pen does, so would say- it is Fine. It is way too smoooooother and fluent than Parker which felt a bit rough. Parker Fine nibs give a feedback making it bit of a dragging experience. However on Elegante the nib just flows and slides over the paper. It is not only the nib but also the feeder which ensures the nib slides. The feeder ensures that there is even flow of ink through out the writing experience. The writing it leaves is slightly wet and not dry, personally i prefer that over the dry and dragging. This ensures that one gets to write about 6 pages i.e 12 sides without a refill.3.  Plastic construction and feel in hand:  The cap is made of brass(as they say). The cap has a ""matte"" finish, not a glossy one. The clip and top is glossy. Gives a fair enough good contrast to add some ""looks"" to it when taking it out of the pocket :D . The pen itself- very much plastic. If I try to weigh both the cap and pen separately, roughly they feel of same weight, it is that light weight ( just a feel factor how I felt). However this does not mean it is a cheap construction. It has fallen from 2 floors down and did not crack anywhere, so would say its good strong plastic. It makes one feel pretty solid holding it. The size if compared to other two is larger. It rests pretty well in between my thumb and index finger(which parker does not, Luxor does) , hence never needed to put the clip on the rear. Without the clip it is very much balanced (Parker and Luxor both feel well balanced without the cap placed on top) , with clip Elegante and Parker feel a bit -top heavy.4. Ink filling:  Personally always been a fan of eyedroppers(good old school days) , however this comes with the standard piston filling( as seen in the photo by Hari). When I immersed the nib in the pen and pulled the piston it just filled half. Had to dip the whole nib till the grip when it got filled. In parker just dipping the top nib was sufficient. For Luxor pulling the whole top part out and then refuel it seemed very tedious. Some other reviews I read people have tried removing the piston converter and used it as eyedropper!!! Few said it worked , few said it leaked. Need to substantiate it. Not sure and hence wont try this out to spoil such a nice piece. If anyone has tried would love to hear your experience.5. Writing after 3 weeks:  For Luxor, it works immediately! Even after 6 months it worked like magic. For Parker bit of dipping, or couple of splashing out and it starts. For Elegante it did not start immediately. From school days used to have an Airmail (unfortunately misplaced it when i shifted) it used to work like a beauty even after 3 weeks. Elegante on this aspect did not fair so well. However, how many of us are not going to use their Pen for 3 weeks, always something to write, sign or pen down :) . It worked fairly after a break of one week.6. Colour:  Personally the ""looks"" of a pen hardly matter to me. Its the balance in hand and the nib which are the real heart and soul. We pay crazy on high class pens just for the looks. For few people this matters more- individual choice and nothing against it.  Parker gives a good classy look, Luxor makes one feel more of a student than a person with authority or executive. Elegante would be a mix of both and middle of both. Neither a college going look nor an Executive look. On looks it does fair enough justice- The cap and two metal rings is all that makes it stand apart. Would have loved if they would have made more colours than Maroon, Black and Blue. Nonetheless these colours are the royal colours and pretty good than what Reynolds have- bright designs which are more for school going kids to attract them. This does enough for me.7. Spare Nibs and feeder:  Not sure if there are spare nibs available online. I am at a location which is 100s of km away from any civilization in a jungle or a desert and only way is to order online (thankfully speed post delivers faster than couriers :lticaptd: ) . After using this nib, I would personally not place any other nib. I am pretty happy about it. (always good habit to have spare nibs, dont know when one drops it and needs to change).8. Recommended for:  Its a must for student. At this price range where one is still studying and not earning, this sounds a good buy, though not the best as Luxor beats this is VFM. Parker, would never recommend it for students. If someone wants to carry it for exams- carry 2 atleast, all due to the limited piston converter capacity. Luxor- would be best. If you are an executive sitting in a board of meetings where you want to make a statement by what you carry then there are many other alternatives. This is fair on looks and pleasure for writing :)  :)  :) .9. Value for Money:  For a standard person like me or a student, Luxor beats Elegante and Parker. However for a fountain pen- This is an excellent VFM :)Well, this sums up my experience after using it. Anyone has anything more to add to this or share their side we all would love to hear it,★ First of all, it came in a really bad condition. The package was almost flattened. All thanks to the people connected with the transition and delivery. Thank God it doesn't have any dent.★ Secondly, it is probably a used product. Because it came with the smell of ink in it out of the box.★ Thirdly, the brand claims that it is having a fine nib, but probably according to the European standards. I am a Pilot lover, so I know what fine nib is. This is medium sized nib at its best according to the standards of Pilot. Using a pen with fine nib is like having a perfect orgasm. You remember the experience for a long time. The handwriting also becomes better. That's lacking in this pen.* Thankfully it doesn't squirt ink every now and then like most of the other cheap fountain pens. I had two Wingsungs. Those were unbearably squirty.★ Fourthly, the grip is average.★ Fifthly, if you are a beginner, you may go for it, as it will obviously let you get used to the fountain pens. You may use it as a day to day pen.BUT DON'T STICK WITH THIS ONE ONLY. EXPLORE THE WORLD OF PILOT IF YOU HAVE THE BUDGET. TRUST ME, YOU WON'T LOOK BACK TO A PEN LIKE THIS. I WAS GIFTED A PILOT CROCODILE FINE NIB BY MY MOM. I WANT TO KEEP MY MEMORIES WITH THIS PEN SAFE. SO I DON'T USUALLY USE THAT. THAT'S WHY I'VE BOUGHT THIS ONE.★ Lastly and most importantly, a suggestion to the buyers, to make your pen experience ergonomic, please don't put the cap on the backside. Open the cap, keep it aside and unleash your writing...,very nice pen., it's really amazing very smooth writing.thank you seller & amazon.,Its not for speedy writing, if you are use for signature its cutting off character,...., Some time spread over ink. And some time character cutting.... Cheap plastic product but at a 200 good for beginners.,I've been using this pen for about 3monthspros:Build quality for this price is amazinggold Nib looks amazingcons:Nib comes out easily,Just that the neck area of the pen was little broad for me to get used to ..,Guys I have started using fountain pens again a few months back. I had used all types of fountain pens during my school days like COLLEGE brand eye droppers, Camlin, Parker (made in USA), Hero (China made). Recently I am using Platinum Preppy which is very smooth and excellent pen and yes expected since it is Japan made. This the Camlin Elegante is our very own Made in India pen. It makes us proud. Just superb pen. Very smooth. It is actually a no nonsense pen. Only thing...since I had read a few negative reviews about this...I am using it with PILOT BLUE ink. I don't know whether ink quality is further improving its performance or what? Whatever it may be.....This pen with Pilot ink combination rocks...just superb experience of writing with THE FOUNTSIN PEN. Thank you Camlin and Thank you Amazon",306,0.535
"CARECASE® Optical Bay 2nd Hard Drive Caddy, 9.5 mm CD/DVD Drive Slot for SSD and HDD",199.0,4.1,7333.0,"Compatible 4 Channels switch help to improve the compatibility.You can try to move "" A""""B""""C""""D"" if your Laptop can not read HDD.|Compatible with: 2.5""/9.5mm SATA HDD or SSD, Hard drive NOT include.100% Brand New 9.5 mm-thick caddy|Fully integrated into laptop, no cables/PSU/software driver need.Fast & Reliable connection in laptop, just as the primary HDD Make NTFS hard drive if you are using it as a New in Disk management|Supports 99% Laptops with 9.5mm size DVD Writers. Please email or call us if you have query regarding to compatibility with your Laptop|Replace with your current panel 2nd Hard Drive Bay for Laptops 9.5MM, SATA to SATA Add a second hard drive to your laptop, enlarge storage space Replace your current 9.5mm optical drive.","It's cool, it's working, same product i received, they showing in cover photo.In this Box- CD Cady, Screw driver, 4 Screws.Easy to install,Before to use this slot, must check BIOS setup in your laptop.,Screws to hold HDD were missing,Good,Worst Quality wise + Not working Properly + Cheap class Circuit plate used inside Caddy, lagging issue after installation + Unable to open & run games after using this caddy because of worst transfering speed request to every one don't waste your money in this type of product.,Won't fit perfectly with crucial ssd,but will work without any issues .,I like it,Working properly no any issue,For the price, this is really good and easy to install. Front Panel cover not included as shown in product description. Alignment needs to be checked properly when installing. Compatible with HP15-ac122tu Notebook.",100,0.5
"WeCool S5 Long Selfie Stick, with Large Reinforced Tripod Stand up to 61 Inch / 156 Cms, Ultra Long Multi Function Bluetooth Selfie Stick with 1/4 Screw Compatible with Gopro, Camera, and Ring Light",1799.0,4.6,245.0,"64"" Tall Cell Phone Tripods with 7 section adjustable telescopic poles, the phone selfie stick tripod stand is tall enough, can be adjusted from 12in to 64in. Therefore, this selfie stick for iPhone can capture a wider landscape with different Height|3 in 1 Design with Stable Base : Can be used as extendable Tripod for phone and camera as Phone Floor Stand. This Selfie Stick for iPhone can be quickly switched between the table tripod and selfie stick mode. Is compatible with gopro and Camera|360° Rotatable Selfie Stick Bluetooth : The mount of the tripod stand can freely rotate 360°, which can be quickly ratoted the screen horizontally and vertically , and the mount arm can be 190°flipped to shoot pictures at various angles.|Compact Size and Travel Friendly : After Being folded , the long selfie stick is just 12 Inches. So it can be easily packed in your bag, or Backpack without taking up more space. Perfecet choice for Travelling, Hiking and Camping. Very Sturdy Design|Large ABS reinforced non-slip Stable tripod-The tripod is very stable when it is mounted with phone or camera standing on desktop or ground,because it has non-slip silicone pads at the bottom of each foot and the lets have additional support|1/4 Screw Widely Compatible-The selfie stick comes with both a phone mount and a 1/4 screw,can be used at the same time.The 1/4 screw can be connected with Gopro digital camera and ring light.|The phone mount is compatible with most smartphones , support 360 degree rotation vertical and horizontal shooting , better for live stream , photo and video shooting , makeup , youtube watching","Good,Thoda sa kam stable hai, phone lagane ke baad thoda bohot hilta zaroor hai. Build quality thodi aur achi hoti, to pakka value for money hota.,We’ve been using it for around 2 months, it’s good, sturdy, Bluetooth connectivity is also good.Overall a good purchase.,Good buy in price range,If you travel, it’s your best companion. Has a great stability and length. It’s one of my best buy and cannot think of a vacation without it. No more need to awkwardly ask strangers to take photos, set the best angle and capture the moment. The service from WeCool support team is super cool as well.,Good product....but more efficient expected,Amazing Product. As a Youtuber and an Instagram Content Creator, this is the best gadget I like to have in my Back bag all the time. I even use this to record my live classes without making any scenes out there, since this is very handy and lucid. Moreover, their service is excellent. WHY ARE YOU STILL READING REVIEWS? ORDER NOW.Find my videos in Instagram using this S5 at shankarkumaran tamil,The selfie stick is sturdy and very good",295,0.505
"Canon E4570 All-in-One Wi-Fi Ink Efficient Colour Printer with FAX/ADF/Duplex Printing (Black)- Smart Speaker Compatible, Standard",8349.0,3.8,3652.0,"Printer Type- Ink Efficient, Functionality - All-in-One (Print, Scan, Copy, Fax); Printer Output - Color; Connectivity - Wi-Fi, Wi-fi Direct, USB, Canon Selphy App; Scanner Resolution - 600 x 1200dpi; Apple Airprint - Yes|OS Compatibility - Windows 10 / 8.1 / 7 SP1 (operation can only be guaranteed on a PC with a pre-installed Windows 7 or later) macOS v10.13.6 ~ 11.0 Chrome OS; Duplex - Auto; Enlarge/reduce option - No; Mobile connectivity - Yes|Maximum Print Speed (color) - 4.4 ppm, Maximum Print Speed (Monochrome) - 8.8 ppm; Print cost Monochrome - 1.8; Print cost color - 4.5; Maximum Print Resolution - 4800 X 1200 dpi|Max paper thickness -64 to 275 GSM; Smart Speaker compatible; Power wattage of printer - OFF: 0.3W, Standby (scanning lamp is off) (USB connection to PC): 0.8 W, Copying (USB connection to PC): 7W|Ideal usage - Home and Small Office, Regular usage (200 prints per month); Included Components - Printer, Power cord, 1set of PG47 & CL57s ink cartridge, user manual, installation CD, USB cable|Print yield is based on the consumption data from the succeeding ink cartridge and not the first ink cartridge. Yield will be low if printing photos. Compatible Ink Cartridge - PG-47 (Black), CL-57s (Color) Print Yield - 400 prints (Black and White), 180 prints (Color) As per ISO/IEC 19752, ISO/IEC 19798;Use only original Canon Ink Cartridge. Using counterfeit ink will harm your printer and render the warranty void|Paper size (A4, A5, B5, LTR, LGL, Envelope (#10, DL), 10.16 x 15.24 cm (4 x 6in), 12.7 x 17.78 cm (5 x 7in), 20.32x 25.40 cm (8 x 10in) [Custom size] Width: 101.6 - 215.9 mm Length: 152.4 - 676 mm)","I bought this item in August 2022, and the delivery and packaging was as good and sturdy as I've come to expect from Amazon. Using the printer from my Macbook is a breeze over wifi, although printing over wifi from Android requires some poorly designed app from Canon and has no direct support.The only couple of issues I faced with this printer were during setup.1. Scanning the qr code for the setup guide didn't actually lead to much of a guide, rather a boilerplate page. I would only much later find out the way from that page to the actual guide. Canon could do a better job of surfacing the online guide, as the image clarity in the included hard copy is quite poor.2. Installation of cartridges seemed to take forever - I must have removed and re-inserted them almost 5 times before they were properly detected. No error messages showed up, and I didn't know if I had recieved a faulty product, or if I was doing something wrong.3. Never having owned a printer, and always using either copy shops or the huge laser printers at work, I ended up making a mistake in setting up the paper tray, leading to a jam at the first print itself. Thankfully it was straightforward to open up the printer from the back side and remove the torn pieces. Canon could do a better job of demonstrating how to set up the paper sheets - clearer access to the online guide might've helped here.Except for the these minor concerns in setup, I'm enjoying using this printer surprisingly, since printers (alongside projectors ) are usually the worst items ever developed by the electronics industry. I've used all the features so far - print ( colored, double sided), scan and copy and not faced any issues with quality, wifi or the cartridges.< Information on the number of color and black-and-white sheets from the initial set of cartridges to be added when I run out>,good scanner & printer,Installation procedure is very simple and priter quality is high. I had a Xerox copier, but istallation of scanner option could not complete.,If you are purchasing it for your home use, don't look any further. It has got all the functions you'll find in a 20-30k worth printers. All in one includes print, scan, copy and fax as well, Colour, adf, duplex printing, wifi. You download the app in ur phone and give print commands via mobile itself. Only two issue that I faced, firstly the print quality(which I'll speak to the service center) and secondly is the total quantity of color prints. I have only taken out couple of color printouts bad already the level of ink is 90%. I guess I'll have to purchase a larger cartridge.,Very good printer. Sometimes back to back printing cases paper blockage. But overall very happy,gud printer but printing cost is expensive. in this price range features are very nice.,I got this printer ion 02Nov2022, After 15days of usage ..I'm unable to print as it is showing Color & black ink is low ..i have print less than 50pages ...and in description they told that 400pages yield which is totally wrong.,Cannon E4570.This was launched as a successor for E4270 (I searched everywhere but couldn't find a credible source to explain the differences between the two). I researched extensively before purchase to find a printer which will fullfil the following criteria for me - wifi enabled (so that we can print with smartphone without opening the laptop), clear color print (decent for child's homework, photo quality not required) and cheap to run. E4270 seem to fit all the criteria, so I ordered this. Even the canon authorised showroom didn't have E4570 in stock, so ordered the E4570 off Amazon.Summary - fullfills top two criteria. Though is a little expensive if you do more than the occasional print.Delivery was 3 days earlier than the delivery date shown on Amazon, so that was great. It was just the printer box, with no outer packing. The box was sealed with cello tape, and not sealed, so I suspect it had been opened at some point. Thankfully, all the components were there, and the seal on the printer and cartridges were intact, so i was ok with the delivery.Setup was smooth on both my smartphone and laptop over wifi. I never had to use the usb cable. Setup was through the canon app on phone and the canon website (link for both given in manual), which guides step by step on how to setup. I did not face any challenges and the setup and printing has been smooth from all devices.Color prints are a bit faded on plain paper (75gsm). This might be a function of the paper and not the printer. The black&white prints are crisp and sharp. The print speed is decent.The only negative is the amount of ink consumption. While the box says 180 color prints and 300 b&w, both my cartridges are showing at 80% after 4 color print and around 30 b&w. Specially for color prints, the printer tends to drop the cartridge level by a notch after just 2-3 prints. I suspect the color cartridge will not last longer that 30-40 full color pages. Refilling the cartridges a few times is of course an option, but it is messy and requires practice. This is fine for me as I need color prints very rarely.A special mention for the ADF and duplex printing. Both the features are extremely useful. Duplex printing is especially unique in this price range, and comes in very handy while printing larger documents.Overall, I am happy with my purchase after couple of weeks of usage. I will update the review if I run into any issues.",99,0.505
"Crucial P3 500GB PCIe 3.0 3D NAND NVMe M.2 SSD, up to 3500MB/s - CT500P3SSD8",3307.0,4.3,2515.0,Impressive read/ write speeds up to 3500/3000MB/s|Spacious storage up to 4TB|Solid Gen3 performance. Micron Advanced 3D NAND. NVMe PCIe 3.0 M.2 (2280).|Performs up to 45% better than the previous generation⁴|Dynamic write acceleration. Multistep data integrity algorithm.,"Best for this price range, all-rounder in gaming and productivity.,Nice,Sometimes ssd not showing in the laptop,Also giving screw for mounting the ssd.,MS Windows:I have got this nvme m.2 P3 and i was unable to find it anywhere in the Disk Management (""diskmgmt.msc"") or Device Manager (""devmgmt.msc""), neither as RAW/unallocated, nor Unknown Device. Although i was able to detect in BIOS (mine is basic for current usage - 07WP95), so i did not give up:Funny it may sound, no repair app. worked except for Windows Memory Diagnostic (Win+R -> ""mdsched.exe"") -> Restart now and check (recommended) -> Let it run for a while (mine took a 30 minutes i guess, i did not keep track of) -> after reboot you will find it (choose GPT in diskmgmt.msc) RAW and use it however you wish.For linux users:I did not try this there (coz i quit distro hopping also) but a year before i was able to find partitions (by Ventoy) which are not visible in Windows (anywhere), they are visible in my favorite utility: GParted (not sure if it were available on Windows though) use GPT table here as well.,Fantastic performance and reduced boot time with my Lenovo S145. Boot time has reduced from few minutes to 15 sec. Running performance is very much improved. Just go for it. Only concern is , I dont see the screw with this SSD to fix it in laptop.,Does not come with a screwdriver, had to buy a separate tool kit just for this simple installation, other than that everything else is perfect. Great speeds and performance, did a little benchmark using crystaldiskmark and I've gotten good scores overall.NOTE: that I recommend using momentum caching provided exclusively by crucial firmware/software which allows you to boost your overall performance of your SSD at the cost of more ram usage, and if you are using momentum caching make sure to ONLY use it if you have a laptop with a battery backup or If a PC than a UPS since I've seen data loss and corruption happening due to abrupt power lost and data files getting corrupted and lost forever if you were in the middle of something. This was my experience and I'm happy with the product so far, great job crucial.,Good product done some test speed was around 3100 MBps as my system was not very new but it is a good product value for money at this price point.",299,0.505
"Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)",325.0,4.2,10576.0,"Fast Charge & Data Sync: Fast charge& data transfer USB A to USB C, conforming to the USB Type C Specification version 1.1, 56kilohm, which ensure a safe charging at 4.8A Maximum. Charging and syncing 2 in 1, data transfer speed up to 480Mbps.|Extreme Durability: Over 10000 bending tests,This type c cable is far more durable than the same price, Premium nylon braided type c cable adds additional durability and tangle free.|Convenient Design:The light and space-saving 1M USB Type C cable, it’s perfect for your Home, the office desk, always keep your space tidy, super easy to carry and convenient for traveling, making your life more convenient.|Wide Compatibility: This USB A to USB C Charger Cable compatible with Samsung Galaxy S10e S10 S10 plus S9 S9 plus S8 S8 plus, Note 10 Note 10 plus Note9 note8, a40 a50 a70 a80 A3 A5 2017, Sony Xperia XZ3 XZ2 Premium XA2 XA1,XZ1, Moto G6 G6 plus G7 G7 power G7 play G7 plus Z Z2 Z3 X4, LG G8 G7 G6 G5 V40 V35 V30 V20, Googel Pixel 2 xl, HTC 10 U11.|Premium Service: Wayona promise you the reliable guarantee for your top rated USB C charger cords rope, and 24/7 customer service for our every client, please do not hesitate to reach us.","Sturdy packing, good product!,Have used this brand cable for my iPhone and iPad before, so when my wife's Samsung charger cable gave up the ghost in less than 6  months, I ordered this. Braided, visibly high quality cable, unlike the flimsy and highly overpriced OEM cables from Apple and Samsung. I have been using my iPhone cable from Wayona for more than 1 1/2 years and still going strong.  Hope this C cable will give a similar performance,I like Wayona chords and especially the long ones. But I get a slight shock - like a static discharge - when I touch my phone while charging with these two cords. Other cords with same charger are okay.,Ok,Cable looks solid and length is also good.Little bit fast charging I observed for phones like Redmi.It also looks solid so I am expecting it to work for atleast 1 year,build quality and fast charging feature,Unbreakable, good quality,Cable a Nice Product",199,0.5
HP v222w 64GB USB 2.0 Pen Drive (Silver),449.0,4.2,4959.0,"The high gloss durable metal finish of the HP v222w makes for a perfect complement to ultrabooks.|Approximate the length of a quarter and the included key-fob makes it perfect for on-the âgo storing!|Offers a sleek and slim way to store and share your music, photos, files and more.|For product related query contact brand customer support for faster resolution","https://m.media-amazon.com/images/I/71mathm1apL._SY88.jpg,Really, first of all, I found it bulky not sure whether it has good sound or loud sound but believe me guys if you are a sound lover just go for it. It has a really good sound as every sound is separated &  crystal clear.,Nice,Ya satisfactory work. Speed okay,Performance is very good.,64 GB in such a small size! Wow,Value for money,Good",286,0.505
"Duracell Ultra Alkaline D Battery, 2 Pcs",380.0,4.4,2111.0,"Long Lasting Power Guaranteed|Our best battery, suited for everyday devices with extra performance for high drain devices|Duralock technology keeps unused Duracell batteries fresh and powered for up to 10 years in ambient storage|Available in AAA, AA, C, D and 9V sizes","Duracell never disappoint you,Good,https://m.media-amazon.com/images/I/811nzyzU05L._SY88.jpg,I use these batteries in my faber stove (4 Burner) and i assume many of you will be buying for the same purpose. It is long lasting and easily lasts in my house for 6-8 months without showing and signs of discharge. In the past 3 years, I’ve never experienced a single incident of leakage from this battery. Duracell Ultra batteries are the best for high power appliances to last long. This pack of 2 will easily last you an year.,Like:1) The batteries are in good condition.2) I required for Gas Stove. By putting this battery, I could light the burner without any hiccups.3) Cannot talk about durability as I have bought few weeks back.,Nice,GOOD,",198,0.505
BESTOR® LCD Writing Tablet/pad 12 inches | Electronic Writing Scribble Board for Kids | Kids Learning Toy | Portable Ruff for LCD Paperless Memo Digital Tablet Notepad E-Writer/Writing/Drawing Pad Home/School/Office (Black),499.0,3.9,1462.0,"BESTOR 12-inch size Graphic Tablets for drawing, you can also carry it around everywhere. Furthermore, the child-safe material construction of this device makes it ideal for school, office, or car. Even, you can use this notepad as a message board for elderly people.|Compact and light design can be easily put into backpack and take it to anywhere. It can keep children quiet and busy when they are in home, car, airplane or in restaurant. Small size allows kids to put in the backpack or schoolbags.|[Advanced Technology]:This E-Writing Board adopt the newest LCD pressure-sensitive technology, LCD writing surface creates lines of different thickness based on how hard you push - just like paper and pen,this version of screen has been widely praised.|[Lock & Erase Button]:Writing pad come with feature lock and un-lock, so that child can not remove anything.Erase your image or words with only touch of a button, convenient for kids drawing, making notes lists drafts doing the math and business etc.|[Environmentally friendly and a money saver]:you don't need to waste money on papers, pencils or erasers anymore, one writing tablet can repeat 100, 000 times. The inside Battery can be used at least 9 months which means Super low energy consumption.","Bought it for my niece. It's very convenient for kids to use it. The product serves as a slate, but with the advantage that kids can quickly write and draw dust-free and erase on a single click. The brightness of the screen could have been better.,Worthable product,,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/71iGsGyDR8L._SY88.jpg,Thank you Amazon, it's a very nice writing pad what I expected and very useful for kids. It's easy to use and saving stationary,Product is ok ok type. Cost should be around 300 as item used by children and we can't expect much life.,Value for money,Light weight,thought to be bigger in size. But OK u can go with it. You have to be in a well lit room to do any srub on this pad. Pls comment... Ye extra 2ab Kaha se aaya ab pata chala mathematicians... Aur jet kaise radar se bachega... #pappuPM",100,0.5
